DTW,DistanceNormalization,FeatureNormalization,Clustering,Feature,SteelPenny,RobinsonFoulds
DTW-D,by-sum,MMN,UPGMC,MFCC,0.562190654873582,1385.56469799692
DTW-D,by-sum,MMN,WPGMC,MFCC,0.544358080943447,1283.05382743216
DTW-D,by-sum,MMN,Ward,MFCC,0.422442598052354,585.217053558515
DTW-D,by-sum,MMN,NJ,MFCC,0.26729205753596,441.933791693427
DTW-D,by-sum,MMN,Single,MSRCC,0.537809345126418,1119.2251821023
DTW-D,by-sum,MMN,Complete,MSRCC,0.345465916197624,730.017686761423
DTW-D,by-sum,MMN,UPGMA,MSRCC,0.429983025104976,761.21976479075
DTW-D,by-sum,MMN,WPGMA,MSRCC,0.423639774859287,734.051206001603
DTW-D,by-sum,MMN,UPGMC,MSRCC,0.594380416331636,1443.24732693575
DTW-D,by-sum,MMN,WPGMC,MSRCC,0.639256678281069,1292.80417534055
DTW-D,by-sum,MMN,Ward,MSRCC,0.341525953721076,576.108848504292
DTW-D,by-sum,MMN,NJ,MSRCC,0.274895023675511,530.835080066473
DTW-D,by-sum,MMN,Single,NGCC,0.380952380952381,842.927558064668
DTW-D,by-sum,MMN,Complete,NGCC,0.33819351380327,639.124812039444
DTW-D,by-sum,MMN,UPGMA,NGCC,0.321942285356919,610.389617574061
DTW-D,by-sum,MMN,WPGMA,NGCC,0.342919681944072,637.213369344016
DTW-D,by-sum,MMN,UPGMC,NGCC,0.579844545698204,1336.1418517042
DTW-D,by-sum,MMN,WPGMC,NGCC,0.506093093897972,1114.73981056979
DTW-D,by-sum,MMN,Ward,NGCC,0.396220852318413,626.735569165401
DTW-D,by-sum,MMN,NJ,NGCC,0.263861341910122,472.813736239614
DTW-D,by-sum,MMN,Single,PNCC,0.375091575091575,886.734855930702
DTW-D,by-sum,MMN,Complete,PNCC,0.317877244706513,610.89903411472
DTW-D,by-sum,MMN,UPGMA,PNCC,0.37567229518449,704.534316381843
DTW-D,by-sum,MMN,WPGMA,PNCC,0.348771553649602,637.610077182431
DTW-D,by-sum,MMN,UPGMC,PNCC,0.526614848566068,1323.98455209969
DTW-D,by-sum,MMN,WPGMC,PNCC,0.461770749575628,1124.43781954641
DTW-D,by-sum,MMN,Ward,PNCC,0.386160993478067,594.061511772665
DTW-D,by-sum,MMN,NJ,PNCC,0.262646296792638,481.499294557792
DTW-D,by-sum,MMN,Single,PSRCC,0.719467524345573,1555.17074519821
DTW-D,by-sum,MMN,Complete,PSRCC,0.692647190208166,1206.60905722822
DTW-D,by-sum,MMN,UPGMA,PSRCC,0.713017064236576,1555.17074519821
DTW-D,by-sum,MMN,WPGMA,PSRCC,0.701813633520951,1419.28492871133
DTW-D,by-sum,MMN,UPGMC,PSRCC,0.713017064236576,1555.17074519821
DTW-D,by-sum,MMN,WPGMC,PSRCC,0.717591351737693,1555.17074519821
DTW-D,by-sum,MMN,Ward,PSRCC,0.679013669257572,1333.89932464787
DTW-D,by-sum,MMN,NJ,PSRCC,0.59653354775306,1015.78581881225
DTW-D,by-sum,MMN,Single,RPLP,0.491432145090682,1174.32712598884
DTW-D,by-sum,MMN,Complete,RPLP,0.342464040025016,684.599846163923
DTW-D,by-sum,MMN,UPGMA,RPLP,0.400339497900474,949.136725559207
DTW-D,by-sum,MMN,WPGMA,RPLP,0.398231037255428,854.420446348792
DTW-D,by-sum,MMN,UPGMC,RPLP,0.56692575716966,1432.76722486202
DTW-D,by-sum,MMN,WPGMC,RPLP,0.533342267488609,1214.33612106153
DTW-D,by-sum,MMN,Ward,RPLP,0.412186187795944,735.684326468884
DTW-D,by-sum,MMN,NJ,RPLP,0.313222549807916,617.617716438681
DTW-D,by-sum,MMVN,Single,BFCC,0.514428660770124,1189.56170694719
DTW-D,by-sum,MMVN,Complete,BFCC,0.35711605467703,623.835112717981
DTW-D,by-sum,MMVN,UPGMA,BFCC,0.410962208523184,749.896978529308
DTW-D,by-sum,MMVN,WPGMA,BFCC,0.378558027338515,798.925938465603
DTW-D,by-sum,MMVN,UPGMC,BFCC,0.566890020548557,1533.19953562191
DTW-D,by-sum,MMVN,WPGMC,BFCC,0.580032162958992,1354.70832113223
DTW-D,by-sum,MMVN,Ward,BFCC,0.41256142231752,634.664002373295
DTW-D,by-sum,MMVN,NJ,BFCC,0.266077012418476,474.249147174039
DTW-D,by-sum,MMVN,Single,CQCC,0.455061198963638,1087.05601661642
DTW-D,by-sum,MMVN,Complete,CQCC,0.291378540159028,585.296776054992
DTW-D,by-sum,MMVN,UPGMA,CQCC,0.365496292325561,681.638396667637
DTW-D,by-sum,MMVN,WPGMA,CQCC,0.401786831055124,844.974382236939
DTW-D,by-sum,MMVN,UPGMC,CQCC,0.566764942374698,1394.66360736483
DTW-D,by-sum,MMVN,WPGMC,CQCC,0.507477887965693,1275.21875327435
DTW-D,by-sum,MMVN,Ward,CQCC,0.394442955418565,523.521063325049
DTW-D,by-sum,MMVN,NJ,CQCC,0.262646296792638,494.873020064329
DTW-D,by-sum,MMVN,Single,GFCC,0.451532207629769,1068.1645993288
DTW-D,by-sum,MMVN,Complete,GFCC,0.341427678013044,709.336673876907
DTW-D,by-sum,MMVN,UPGMA,GFCC,0.342848208701867,652.916785025599
DTW-D,by-sum,MMVN,WPGMA,GFCC,0.357375145180023,643.111648464733
DTW-D,by-sum,MMVN,UPGMC,GFCC,0.569480925578487,1334.67239916677
DTW-D,by-sum,MMVN,WPGMC,GFCC,0.601527740552131,1215.68425050509
DTW-D,by-sum,MMVN,Ward,GFCC,0.382489055659787,614.44754160886
DTW-D,by-sum,MMVN,NJ,GFCC,0.26751541141785,489.980069992555
DTW-D,by-sum,MMVN,Single,IMFCC,0.505235414991513,1205.7825011382
DTW-D,by-sum,MMVN,Complete,IMFCC,0.393960511033682,667.787012543221
DTW-D,by-sum,MMVN,UPGMA,IMFCC,0.331823461091754,745.530251254966
DTW-D,by-sum,MMVN,WPGMA,IMFCC,0.325364066827481,711.712873710499
DTW-D,by-sum,MMVN,UPGMC,IMFCC,0.589627445725007,1533.19953562191
DTW-D,by-sum,MMVN,WPGMC,IMFCC,0.552988474939694,1295.25351285225
DTW-D,by-sum,MMVN,Ward,IMFCC,0.412329134280354,645.017587558763
DTW-D,by-sum,MMVN,NJ,IMFCC,0.32685607075851,441.545767838572
DTW-D,by-sum,MMVN,Single,LFCC,0.421835075493612,994.321324373949
DTW-D,by-sum,MMVN,Complete,LFCC,0.412141517019566,702.135964118653
DTW-D,by-sum,MMVN,UPGMA,LFCC,0.369284374162423,725.815619558031
DTW-D,by-sum,MMVN,WPGMA,LFCC,0.348280175109443,675.89847492844
DTW-D,by-sum,MMVN,UPGMC,LFCC,0.554042705262217,1445.37890513204
DTW-D,by-sum,MMVN,WPGMC,LFCC,0.556347717323327,1299.08665750955
DTW-D,by-sum,MMVN,Ward,LFCC,0.455784865540963,710.491756206205
DTW-D,by-sum,MMVN,NJ,LFCC,0.286375413204682,574.557937131375
DTW-D,by-sum,MMVN,Single,logFBank,0.450236755114804,1071.71005643024
DTW-D,by-sum,MMVN,Complete,logFBank,0.354283927454659,667.084476881972
DTW-D,by-sum,MMVN,UPGMA,logFBank,0.397525238988654,691.241111787982
DTW-D,by-sum,MMVN,WPGMA,logFBank,0.396292325560618,708.605237446029
DTW-D,by-sum,MMVN,UPGMC,logFBank,0.536799785580273,1500.65034002346
DTW-D,by-sum,MMVN,WPGMC,logFBank,0.561458054140981,1308.19952982915
DTW-D,by-sum,MMVN,Ward,logFBank,0.40491378540159,539.750516558653
DTW-D,by-sum,MMVN,NJ,logFBank,0.269838291789511,535.150171474702
DTW-D,by-sum,MMVN,Single,LPCC,0.475145180023229,1076.19219306768
DTW-D,by-sum,MMVN,Complete,LPCC,0.346743500402037,663.035559653036
DTW-D,by-sum,MMVN,UPGMA,LPCC,0.333914053426249,714.603470936911
DTW-D,by-sum,MMVN,WPGMA,LPCC,0.386839989279014,826.378239350735
DTW-D,by-sum,MMVN,UPGMC,LPCC,0.587608326632717,1370.76481887874
DTW-D,by-sum,MMVN,WPGMC,LPCC,0.583159117305459,1216.16947944025
DTW-D,by-sum,MMVN,Ward,LPCC,0.291173054587689,505.854769887787
DTW-D,by-sum,MMVN,NJ,LPCC,0.31645671401769,645.714745264891
DTW-D,by-sum,MMVN,Single,MFCC,0.41531314214241,941.104521815442
DTW-D,by-sum,MMVN,Complete,MFCC,0.346743500402037,665.014320353564
DTW-D,by-sum,MMVN,UPGMA,MFCC,0.345867953185026,662.01092277287
DTW-D,by-sum,MMVN,WPGMA,MFCC,0.374475118377557,612.495060847978
DTW-D,by-sum,MMVN,UPGMC,MFCC,0.569346913249352,1392.82936433252
DTW-D,by-sum,MMVN,WPGMC,MFCC,0.553113553113553,1268.11235353759
DTW-D,by-sum,MMVN,Ward,MFCC,0.417385866166354,575.637810148472
DTW-D,by-sum,MMVN,NJ,MFCC,0.263861341910122,476.101828548834
DTW-D,by-sum,MMVN,Single,MSRCC,0.367229518449031,848.227072146989
DTW-D,by-sum,MMVN,Complete,MSRCC,0.372447065129992,685.406661877633
DTW-D,by-sum,MMVN,UPGMA,MSRCC,0.346520146520147,570.399173325607
DTW-D,by-sum,MMVN,WPGMA,MSRCC,0.338300723666577,555.738643651434
DTW-D,by-sum,MMVN,UPGMC,MSRCC,0.529625658893952,1423.91912092064
DTW-D,by-sum,MMVN,WPGMC,MSRCC,0.537988028231931,1270.44993012455
DTW-D,by-sum,MMVN,Ward,MSRCC,0.421173948003216,607.895203427627
DTW-D,by-sum,MMVN,NJ,MSRCC,0.277244706512999,585.079326230992
DTW-D,by-sum,MMVN,Single,NGCC,0.382149557759314,837.67935036903
DTW-D,by-sum,MMVN,Complete,NGCC,0.322487268828732,660.374666536523
DTW-D,by-sum,MMVN,UPGMA,NGCC,0.335111230233181,662.854315913594
DTW-D,by-sum,MMVN,WPGMA,NGCC,0.334521575984991,621.947967279747
DTW-D,by-sum,MMVN,UPGMC,NGCC,0.560162601626016,1264.97430316911
DTW-D,by-sum,MMVN,WPGMC,NGCC,0.565076387027607,1176.3491516707
DTW-D,by-sum,MMVN,Ward,NGCC,0.356106495130885,570.682190487078
DTW-D,by-sum,MMVN,NJ,NGCC,0.263861341910122,482.901835791924
DTW-D,by-sum,MMVN,Single,PNCC,0.359438935048691,792.683939912085
DTW-D,by-sum,MMVN,Complete,PNCC,0.288215849191459,540.895020731248
DTW-D,by-sum,MMVN,UPGMA,PNCC,0.290199231662646,608.102411836799
DTW-D,by-sum,MMVN,WPGMA,PNCC,0.345823282408648,594.039943955433
DTW-D,by-sum,MMVN,UPGMC,PNCC,0.521165013847941,1231.50401229697
DTW-D,by-sum,MMVN,WPGMC,PNCC,0.473992673992674,1156.17976758452
DTW-D,by-sum,MMVN,Ward,PNCC,0.385910837130349,585.997218095869
DTW-D,by-sum,MMVN,NJ,PNCC,0.262646296792638,481.499294557792
DTW-D,by-sum,MMVN,Single,PSRCC,0.719467524345573,1555.17074519821
DTW-D,by-sum,MMVN,Complete,PSRCC,0.692450638792102,1206.60905722822
DTW-D,by-sum,MMVN,UPGMA,PSRCC,0.713017064236576,1555.17074519821
DTW-D,by-sum,MMVN,WPGMA,PSRCC,0.701813633520951,1419.28492871133
DTW-D,by-sum,MMVN,UPGMC,PSRCC,0.713017064236576,1555.17074519821
DTW-D,by-sum,MMVN,WPGMC,PSRCC,0.717814705619584,1555.17074519821
DTW-D,by-sum,MMVN,Ward,PSRCC,0.679013669257572,1333.89932464787
DTW-D,by-sum,MMVN,NJ,PSRCC,0.615322076297686,981.657869361977
DTW-D,by-sum,MMVN,Single,RPLP,0.522683820244796,1223.41738160744
DTW-D,by-sum,MMVN,Complete,RPLP,0.429009202179934,685.236413238566
DTW-D,by-sum,MMVN,UPGMA,RPLP,0.342794603770214,812.38707121734
DTW-D,by-sum,MMVN,WPGMA,RPLP,0.458554453676405,854.604171305211
DTW-D,by-sum,MMVN,UPGMC,RPLP,0.575368533905119,1524.60670221265
DTW-D,by-sum,MMVN,WPGMC,RPLP,0.591467881711784,1314.53854080293
DTW-D,by-sum,MMVN,Ward,RPLP,0.41753774680604,692.722862161796
DTW-D,by-sum,MMVN,NJ,RPLP,0.33696953453051,534.250560122052
DTW-D,by-sum,none,Single,BFCC,0.529205753595998,1114.22264556317
DTW-D,by-sum,none,Complete,BFCC,0.411176628249799,637.681828030629
DTW-D,by-sum,none,UPGMA,BFCC,0.45407844188332,839.633338818934
DTW-D,by-sum,none,WPGMA,BFCC,0.464316983829179,794.841749570747
DTW-D,by-sum,none,UPGMC,BFCC,0.570311802019119,1533.19953562191
DTW-D,by-sum,none,WPGMC,BFCC,0.587125882247833,1347.7662160339
DTW-D,by-sum,none,Ward,BFCC,0.420762976860538,703.840561838414
DTW-D,by-sum,none,NJ,BFCC,0.277753953363709,510.597347001393
DTW-D,by-sum,none,Single,CQCC,0.439685517734298,979.559121325618
DTW-D,by-sum,none,Complete,CQCC,0.342857142857143,595.626756687991
DTW-D,by-sum,none,UPGMA,CQCC,0.399499687304565,678.956765263926
DTW-D,by-sum,none,WPGMA,CQCC,0.344438488340927,625.578856917901
DTW-D,by-sum,none,UPGMC,CQCC,0.543446797105334,1455.75509706687
DTW-D,by-sum,none,WPGMC,CQCC,0.543830965782185,1283.05382743216
DTW-D,by-sum,none,Ward,CQCC,0.427847761994103,675.171528648259
DTW-D,by-sum,none,NJ,CQCC,0.265362279996426,406.876514206837
DTW-D,by-sum,none,Single,GFCC,0.687331367819173,1415.2478549659
DTW-D,by-sum,none,Complete,GFCC,0.48397212543554,864.90583127674
DTW-D,by-sum,none,UPGMA,GFCC,0.633842580184044,1063.38250965372
DTW-D,by-sum,none,WPGMA,GFCC,0.412150451174841,921.492203810233
DTW-D,by-sum,none,UPGMC,GFCC,0.720995264897704,1475.66563295898
DTW-D,by-sum,none,WPGMC,GFCC,0.667399267399267,1301.72176271875
DTW-D,by-sum,none,Ward,GFCC,0.463906012686501,863.525860139214
DTW-D,by-sum,none,NJ,GFCC,0.371491110515501,700.183418393153
DTW-D,by-sum,none,Single,IMFCC,0.492754400071473,1122.56268407176
DTW-D,by-sum,none,Complete,IMFCC,0.405869740016082,775.732940320608
DTW-D,by-sum,none,UPGMA,IMFCC,0.336085053158224,685.55031626064
DTW-D,by-sum,none,WPGMA,IMFCC,0.303350308228357,710.434547036166
DTW-D,by-sum,none,UPGMC,IMFCC,0.583713034932547,1506.05535717061
DTW-D,by-sum,none,WPGMC,IMFCC,0.534164209773966,1321.5340974469
DTW-D,by-sum,none,Ward,IMFCC,0.364692218350755,614.683843061419
DTW-D,by-sum,none,NJ,IMFCC,0.328419547931743,562.228251623254
DTW-D,by-sum,none,Single,LFCC,0.387036540695077,851.858665312122
DTW-D,by-sum,none,Complete,LFCC,0.374984365228268,722.241344070641
DTW-D,by-sum,none,UPGMA,LFCC,0.343875636558563,583.341461162324
DTW-D,by-sum,none,WPGMA,LFCC,0.34757437684267,664.174534928209
DTW-D,by-sum,none,UPGMC,LFCC,0.56692575716966,1434.0018710667
DTW-D,by-sum,none,WPGMC,LFCC,0.531689448762619,1282.02108744543
DTW-D,by-sum,none,Ward,LFCC,0.451433931921737,663.863352328611
DTW-D,by-sum,none,NJ,LFCC,0.285928705440901,563.082499361972
DTW-D,by-sum,none,Single,logFBank,0.431993210041991,978.728303138573
DTW-D,by-sum,none,Complete,logFBank,0.427463593317252,804.847675016099
DTW-D,by-sum,none,UPGMA,logFBank,0.401063164477799,694.005514172395
DTW-D,by-sum,none,WPGMA,logFBank,0.374832484588582,711.200412364181
DTW-D,by-sum,none,UPGMC,logFBank,0.565585633878317,1533.19953562191
DTW-D,by-sum,none,WPGMC,logFBank,0.613696060037523,1358.73353428661
DTW-D,by-sum,none,Ward,logFBank,0.470955061198964,745.160533894618
DTW-D,by-sum,none,NJ,logFBank,0.274484052532833,499.092317537046
DTW-D,by-sum,none,Single,LPCC,0.474528723309211,1005.22887484567
DTW-D,by-sum,none,Complete,LPCC,0.329875815241669,744.086896996238
DTW-D,by-sum,none,UPGMA,LPCC,0.365058518717055,781.777467161305
DTW-D,by-sum,none,WPGMA,LPCC,0.344259805235415,818.61026437862
DTW-D,by-sum,none,UPGMC,LPCC,0.575466809613151,1304.09057817188
DTW-D,by-sum,none,WPGMC,LPCC,0.582069150361833,1110.51349135811
DTW-D,by-sum,none,Ward,LPCC,0.294139194139194,614.107849445924
DTW-D,by-sum,none,NJ,LPCC,0.284838738497275,607.801104716668
DTW-D,by-sum,none,Single,MFCC,0.405074600196551,967.723089998055
DTW-D,by-sum,none,Complete,MFCC,0.375091575091575,697.920167505623
DTW-D,by-sum,none,UPGMA,MFCC,0.366890020548557,594.69152022035
DTW-D,by-sum,none,WPGMA,MFCC,0.343151969981238,630.059983607638
DTW-D,by-sum,none,UPGMC,MFCC,0.565058518717055,1385.56469799692
DTW-D,by-sum,none,WPGMC,MFCC,0.544009648887698,1283.05382743216
DTW-D,by-sum,none,Ward,MFCC,0.427847761994103,675.171528648259
DTW-D,by-sum,none,NJ,MFCC,0.26729205753596,441.933791693427
DTW-D,by-sum,none,Single,MSRCC,0.535039756990977,1119.2251821023
DTW-D,by-sum,none,Complete,MSRCC,0.342356830161708,723.130974047752
DTW-D,by-sum,none,UPGMA,MSRCC,0.437049941927991,839.123222353077
DTW-D,by-sum,none,WPGMA,MSRCC,0.428723309211114,792.999708292549
DTW-D,by-sum,none,UPGMC,MSRCC,0.593701420530689,1443.24732693575
DTW-D,by-sum,none,WPGMC,MSRCC,0.635030822835701,1267.15765529632
DTW-D,by-sum,none,Ward,MSRCC,0.363280621817207,592.497456953119
DTW-D,by-sum,none,NJ,MSRCC,0.277923702313946,614.403197079383
DTW-D,by-sum,none,Single,NGCC,0.384347359957116,839.354931158299
DTW-D,by-sum,none,Complete,NGCC,0.341847583310998,604.904761284004
DTW-D,by-sum,none,UPGMA,NGCC,0.290092021799339,553.270882041876
DTW-D,by-sum,none,WPGMA,NGCC,0.288698293576342,574.040798875716
DTW-D,by-sum,none,UPGMC,NGCC,0.579835611542929,1336.1418517042
DTW-D,by-sum,none,WPGMC,NGCC,0.543160904136514,1117.81650293417
DTW-D,by-sum,none,Ward,NGCC,0.389645314035558,593.144093384861
DTW-D,by-sum,none,NJ,NGCC,0.263861341910122,472.813736239614
DTW-D,by-sum,none,Single,PNCC,0.377146430804967,932.048324536516
DTW-D,by-sum,none,Complete,PNCC,0.317877244706513,610.89903411472
DTW-D,by-sum,none,UPGMA,PNCC,0.37567229518449,704.534316381843
DTW-D,by-sum,none,WPGMA,PNCC,0.348771553649602,637.610077182431
DTW-D,by-sum,none,UPGMC,PNCC,0.52606093093898,1323.98455209969
DTW-D,by-sum,none,WPGMC,PNCC,0.493084963816671,1196.16614586827
DTW-D,by-sum,none,Ward,PNCC,0.386160993478067,594.061511772665
DTW-D,by-sum,none,NJ,PNCC,0.263861341910122,469.528110285387
DTW-D,by-sum,none,Single,PSRCC,0.72145090681676,1555.17074519821
DTW-D,by-sum,none,Complete,PSRCC,0.68902885732154,1195.23202316288
DTW-D,by-sum,none,UPGMA,PSRCC,0.713481640310909,1555.17074519821
DTW-D,by-sum,none,WPGMA,PSRCC,0.701813633520951,1419.28492871133
DTW-D,by-sum,none,UPGMC,PSRCC,0.713481640310909,1555.17074519821
DTW-D,by-sum,none,WPGMC,PSRCC,0.714768158670598,1555.17074519821
DTW-D,by-sum,none,Ward,PSRCC,0.679013669257572,1333.89932464787
DTW-D,by-sum,none,NJ,PSRCC,0.628687572590012,1028.22002229625
DTW-D,by-sum,none,Single,RPLP,0.495577593138569,1172.85710884954
DTW-D,by-sum,none,Complete,RPLP,0.334914678817118,731.64178848633
DTW-D,by-sum,none,UPGMA,RPLP,0.396202984007862,922.594977836891
DTW-D,by-sum,none,WPGMA,RPLP,0.397426963280622,861.709806581223
DTW-D,by-sum,none,UPGMC,RPLP,0.564924506387921,1432.76722486202
DTW-D,by-sum,none,WPGMC,RPLP,0.533342267488609,1214.33612106153
DTW-D,by-sum,none,Ward,RPLP,0.407406414723488,740.003580429473
DTW-D,by-sum,none,NJ,RPLP,0.313222549807916,617.617716438681
DTW-D,none,CMN,Single,BFCC,0.442070937192888,982.837237588098
DTW-D,none,CMN,Complete,BFCC,0.341427678013044,610.167888018327
DTW-D,none,CMN,UPGMA,BFCC,0.409425533815778,785.519520887573
DTW-D,none,CMN,WPGMA,BFCC,0.361913696060038,723.271580175492
DTW-D,none,CMN,UPGMC,BFCC,0.633583489681051,1424.08668273076
DTW-D,none,CMN,WPGMC,BFCC,0.684266952559635,1393.40318961573
DTW-D,none,CMN,Ward,BFCC,0.344956669346913,550.763434631868
DTW-D,none,CMN,NJ,BFCC,0.328598231037255,504.529735292473
DTW-D,none,CMN,Single,CQCC,0.407308139015456,918.438149796514
DTW-D,none,CMN,Complete,CQCC,0.347217010631645,567.737442233007
DTW-D,none,CMN,UPGMA,CQCC,0.36447779862414,673.713356291099
DTW-D,none,CMN,WPGMA,CQCC,0.35538282855356,714.610960385423
DTW-D,none,CMN,UPGMC,CQCC,0.61003305637452,1370.29073168632
DTW-D,none,CMN,WPGMC,CQCC,0.604788707227732,1242.66639273138
DTW-D,none,CMN,Ward,CQCC,0.341722505137139,487.810983460008
DTW-D,none,CMN,NJ,CQCC,0.271777003484321,555.627722811276
DTW-D,none,CMN,Single,GFCC,0.58533905119271,1254.25728417228
DTW-D,none,CMN,Complete,GFCC,0.409648887697668,868.341322134039
DTW-D,none,CMN,UPGMA,GFCC,0.447520771911016,1009.92119676982
DTW-D,none,CMN,WPGMA,GFCC,0.404788707227732,960.520451111778
DTW-D,none,CMN,UPGMC,GFCC,0.709595282766014,1462.08119956401
DTW-D,none,CMN,WPGMC,GFCC,0.63134101670687,1283.71194879692
DTW-D,none,CMN,Ward,GFCC,0.418350754936121,797.5251275183
DTW-D,none,CMN,NJ,GFCC,0.284186545162155,694.990302153394
DTW-D,none,CMN,Single,IMFCC,0.398883230590548,916.234373053345
DTW-D,none,CMN,Complete,IMFCC,0.354659161976235,654.043269476466
DTW-D,none,CMN,UPGMA,IMFCC,0.357669972304119,606.927091069189
DTW-D,none,CMN,WPGMA,IMFCC,0.382676672920575,732.175466282992
DTW-D,none,CMN,UPGMC,IMFCC,0.610738854641294,1417.94479967704
DTW-D,none,CMN,WPGMC,IMFCC,0.576735459662289,1200.58867591831
DTW-D,none,CMN,Ward,IMFCC,0.345046010899669,546.85654403626
DTW-D,none,CMN,NJ,IMFCC,0.27573483427142,583.662284509567
DTW-D,none,CMN,Single,LFCC,0.405619583668364,922.24408356502
DTW-D,none,CMN,Complete,LFCC,0.374314303582596,707.407794600483
DTW-D,none,CMN,UPGMA,LFCC,0.358295363173412,628.123367201125
DTW-D,none,CMN,WPGMA,LFCC,0.358036272670419,720.602112483504
DTW-D,none,CMN,UPGMC,LFCC,0.607129455909944,1370.29073168632
DTW-D,none,CMN,WPGMC,LFCC,0.587116948092558,1159.97024760996
DTW-D,none,CMN,Ward,LFCC,0.345046010899669,546.85654403626
DTW-D,none,CMN,NJ,LFCC,0.271777003484321,555.627722811276
DTW-D,none,CMN,Single,logFBank,0.41574198159564,874.969939232171
DTW-D,none,CMN,Complete,logFBank,0.367595818815331,733.873255085972
DTW-D,none,CMN,UPGMA,logFBank,0.390565532028947,678.747435388328
DTW-D,none,CMN,WPGMA,logFBank,0.379308496381667,726.184314184911
DTW-D,none,CMN,UPGMC,logFBank,0.626659519342446,1420.91354728006
DTW-D,none,CMN,WPGMC,logFBank,0.642910747788797,1276.67842100216
DTW-D,none,CMN,Ward,logFBank,0.343044760117931,513.689083631919
DTW-D,none,CMN,NJ,logFBank,0.271777003484321,555.627722811276
DTW-D,none,CMN,Single,LPCC,0.379120879120879,1022.7659437083
DTW-D,none,CMN,Complete,LPCC,0.33168944876262,643.567617789587
DTW-D,none,CMN,UPGMA,LPCC,0.342464040025016,794.185950543318
DTW-D,none,CMN,WPGMA,LPCC,0.341856517466274,828.812252041225
DTW-D,none,CMN,UPGMC,LPCC,0.64700259090503,1345.03066370172
DTW-D,none,CMN,WPGMC,LPCC,0.52353256499598,1163.53714287267
DTW-D,none,CMN,Ward,LPCC,0.298445456982042,569.861341445376
DTW-D,none,CMN,NJ,LPCC,0.279692665058519,585.69985635964
DTW-D,none,CMN,Single,MFCC,0.409112838381131,914.118895835925
DTW-D,none,CMN,Complete,MFCC,0.336844456356652,511.420365182513
DTW-D,none,CMN,UPGMA,MFCC,0.36447779862414,673.713356291099
DTW-D,none,CMN,WPGMA,MFCC,0.369516662199589,716.583077973947
DTW-D,none,CMN,UPGMC,MFCC,0.606548735817029,1337.37896600849
DTW-D,none,CMN,WPGMC,MFCC,0.5880907710176,1142.68086207363
DTW-D,none,CMN,Ward,MFCC,0.343652282676673,520.97844386435
DTW-D,none,CMN,NJ,MFCC,0.265951934244617,467.27042640334
DTW-D,none,CMN,Single,MSRCC,0.507200929152149,1078.0266064759
DTW-D,none,CMN,Complete,MSRCC,0.405065666041276,777.426959118545
DTW-D,none,CMN,UPGMA,MSRCC,0.439185205038864,826.780681813801
DTW-D,none,CMN,WPGMA,MSRCC,0.418672384526043,865.328945792224
DTW-D,none,CMN,UPGMC,MSRCC,0.614821763602251,1350.66105941584
DTW-D,none,CMN,WPGMC,MSRCC,0.636933797909408,1275.08056084709
DTW-D,none,CMN,Ward,MSRCC,0.333315465022782,538.259564059977
DTW-D,none,CMN,NJ,MSRCC,0.300410971142678,663.525371576252
DTW-D,none,CMN,Single,NGCC,0.404618958277495,864.054390821553
DTW-D,none,CMN,Complete,NGCC,0.343571875279192,528.941066872463
DTW-D,none,CMN,UPGMA,NGCC,0.358232824086483,596.68702917002
DTW-D,none,CMN,WPGMA,NGCC,0.367837041007773,717.243591507675
DTW-D,none,CMN,UPGMC,NGCC,0.585901902975074,1216.68995478865
DTW-D,none,CMN,WPGMC,NGCC,0.574680603948897,1152.90268507286
DTW-D,none,CMN,Ward,NGCC,0.325596354864648,399.899235253084
DTW-D,none,CMN,NJ,NGCC,0.265951934244617,467.27042640334
DTW-D,none,CMN,Single,PNCC,0.383650495845618,803.839509651224
DTW-D,none,CMN,Complete,PNCC,0.319512195121951,597.77080056341
DTW-D,none,CMN,UPGMA,PNCC,0.356008219422854,580.299809833075
DTW-D,none,CMN,WPGMA,PNCC,0.325596354864648,603.793757996574
DTW-D,none,CMN,UPGMC,PNCC,0.599401411596534,1213.39188219881
DTW-D,none,CMN,WPGMC,PNCC,0.533762172786563,1103.07030490227
DTW-D,none,CMN,Ward,PNCC,0.328330206378987,523.272865914556
DTW-D,none,CMN,NJ,PNCC,0.25970695970696,429.235940387172
DTW-D,none,CMN,Single,PSRCC,0.741615295273832,1555.17074519821
DTW-D,none,CMN,Complete,PSRCC,0.691324935227374,1180.06466993225
DTW-D,none,CMN,UPGMA,PSRCC,0.735968909139641,1484.63394242326
DTW-D,none,CMN,WPGMA,PSRCC,0.699338872509604,1195.31965104087
DTW-D,none,CMN,UPGMC,PSRCC,0.745314035557938,1555.17074519821
DTW-D,none,CMN,WPGMC,PSRCC,0.744929866881086,1555.17074519821
DTW-D,none,CMN,Ward,PSRCC,0.641043509336192,1138.02704937728
DTW-D,none,CMN,NJ,PSRCC,0.582337175020102,941.905801549339
DTW-D,none,CMN,Single,RPLP,0.491744840525328,1069.73096407451
DTW-D,none,CMN,Complete,RPLP,0.383185919771286,702.108289137265
DTW-D,none,CMN,UPGMA,RPLP,0.384713660323416,632.776651136616
DTW-D,none,CMN,WPGMA,RPLP,0.353667470740641,657.734272177255
DTW-D,none,CMN,UPGMC,RPLP,0.660448494594836,1404.6928272249
DTW-D,none,CMN,WPGMC,RPLP,0.640829089609577,1333.00889190875
